cluster_id,jdfn_member_count,wjq_members_dropped,deduped_duty_count,distinct_normalized_titles,modal_group_fraction,core_skill_count,security_qual_count,members_with_context,summary_in_range_available,chosen_summary_words,education_bar_spread,experience_bar_spread,flags
04e3f489-32e1-581a-a0bc-8e64e5f0cc5e,2,0,1,1,1.0000,0,0,0,False,50,,,no_core_skills|sections_not_merged
05000322-43e3-5fbc-a92c-e1834be79fb7,2,0,1,1,1.0000,24,0,0,True,130,0,0,sections_not_merged
0522037a-f9f9-5f3a-bc7c-17d20c53537e,4,0,2,2,0.7500,23,0,0,False,213,0,,sections_not_merged
05730403-a0fc-5f6a-8e26-499b5fb1a0fc,3,0,1,1,1.0000,0,0,0,False,78,,,no_core_skills|sections_not_merged
05781a43-4ff7-5002-8546-95c6c9807ec8,6,0,13,1,1.0000,0,0,0,False,194,,,duties_over_max|no_core_skills|sections_not_merged
05b5ad60-05aa-5be3-be71-8405a3af069e,2,0,1,1,1.0000,25,0,0,False,89,0,0,sections_not_merged
05e3755b-d6b6-51ce-b24d-69f512c514d6,4,0,12,1,1.0000,0,0,0,True,121,,,no_core_skills|sections_not_merged
05f668da-d553-5609-b810-07ee7af0ae97,2,0,1,1,1.0000,26,0,0,True,142,,,sections_not_merged
06009b16-c63f-51d5-818f-be617911e13d,2,0,5,1,1.0000,0,0,0,False,43,,,no_core_skills|sections_not_merged
0604d8e8-cee5-5b00-9a7a-ce4cac9c1c68,5,0,1,2,0.8000,0,0,0,False,163,,,no_core_skills|sections_not_merged
061a357b-a247-551b-bca1-4523ab5e06ab,18,0,2,1,1.0000,26,0,0,False,75,0,0,sections_not_merged
0640c551-1a70-50f0-9b59-5f467727f56b,2,0,7,1,1.0000,21,0,0,False,172,,,sections_not_merged
064e00c7-5974-56a6-b80b-e6eb28abac2f,3,0,1,1,1.0000,25,0,0,True,123,0,0,sections_not_merged
06598669-130f-5e5c-b6f7-d03801bb6392,2,0,13,1,1.0000,0,0,0,False,171,,,duties_over_max|no_core_skills|sections_not_merged
065d008a-cd93-553c-9390-06fab0f11103,3,0,10,1,1.0000,24,0,0,False,152,0,0,sections_not_merged
06a3b006-6cff-504a-b0a7-29cfe33e51e6,5,0,3,1,1.0000,0,0,0,True,101,,,no_core_skills|sections_not_merged
06b310a1-d6c9-533a-af6e-123892e8ce52,6,0,10,1,1.0000,0,0,0,False,41,,,no_core_skills|sections_not_merged
06c0d082-29aa-5d38-b7c7-6d1e3aa48093,3,0,13,2,0.6667,19,0,0,True,131,0,0,duties_over_max|sections_not_merged
06cb5f27-4ffa-52a3-8042-0797e97e7d4a,2,0,12,1,1.0000,0,0,0,True,131,,,no_core_skills|sections_not_merged
06e22672-faf5-5eff-be14-5c0469142595,7,0,5,1,1.0000,0,0,0,True,110,,,no_core_skills|sections_not_merged
06e90150-f99f-5458-b123-b7c0fbeff883,4,0,3,1,1.0000,0,0,0,False,51,,,no_core_skills|sections_not_merged
070997bf-c9e5-5ea9-bb04-aa9df3d93c6e,7,0,1,1,1.0000,0,0,0,True,122,,,no_core_skills|sections_not_merged
0731878f-0d9a-5dfb-8487-6a809137e6f8,2,0,0,2,0.5000,23,0,0,False,533,0,0,sections_not_merged
07520dab-4309-513b-b80d-a181e76e2c7c,2,0,2,1,1.0000,28,0,0,True,129,0,0,sections_not_merged
075f81bf-3629-56a8-b1d3-3e52becedf94,4,0,12,1,1.0000,0,0,0,False,229,,,no_core_skills|sections_not_merged
07d44516-901b-52c9-b6aa-852d9c35b333,3,0,5,1,1.0000,0,0,0,False,205,,,no_core_skills|sections_not_merged
07e5214c-747f-5e37-bbb4-d935626b02cd,3,0,0,3,0.3333,12,0,0,False,,,,sections_not_merged
081c3c29-33d5-5bf2-8cbd-15b127426726,2,0,1,1,1.0000,0,0,0,True,119,,,no_core_skills|sections_not_merged
087a8148-36f3-5f00-b679-8fbb0ad5b11e,4,0,2,2,0.7500,0,0,0,False,282,,,no_core_skills|sections_not_merged
08a77beb-4143-53a8-a46e-be90ee13e2eb,2,0,1,2,0.5000,24,0,0,True,127,0,0,sections_not_merged
08bf6123-0253-52d3-b2df-38678b1f79d3,2,0,2,2,0.5000,27,0,0,True,108,0,0,sections_not_merged
08ffd62e-9b81-5538-afd1-9039b6b1c6cc,2,0,1,1,1.0000,0,0,0,True,137,,,no_core_skills|sections_not_merged
0968633a-1b04-5c75-85b2-ca702a82fd32,2,0,1,1,1.0000,25,0,0,True,110,0,0,sections_not_merged
09896dc2-846d-5f4c-8d41-2801a8b135b2,2,0,13,1,1.0000,0,0,0,False,290,,,duties_over_max|no_core_skills|sections_not_merged
098b9a95-7ea2-551b-820b-8c792117657f,2,0,6,1,1.0000,0,0,0,False,157,,,no_core_skills|sections_not_merged
09d79d9c-55de-5c66-9e1a-566855e296f4,2,0,0,1,1.0000,20,0,0,True,126,0,0,
09ddb2b2-2732-58dc-b504-0b83daa019ff,5,0,3,2,0.8000,24,0,0,True,123,0,0,sections_not_merged
0a1981e3-c1a1-5599-8433-be636d0e3f0d,3,0,19,2,0.6667,21,0,0,True,102,0,0,duties_over_max|sections_not_merged
0a19e0e8-5216-5fb9-83b9-d53c412f97bf,3,0,1,1,1.0000,0,0,0,False,165,,,no_core_skills|sections_not_merged
0a4aaaa8-be83-51e9-be10-fab8be763116,6,0,1,1,1.0000,0,0,0,False,69,,,no_core_skills|sections_not_merged
0a9fc1b5-e7a3-5aa7-affa-719570e69891,12,0,23,5,0.3333,22,0,0,True,117,0,0,duties_over_max|sections_not_merged
0aa38753-f9e9-5b5e-b55b-c52519cf245e,10,0,5,1,1.0000,0,0,0,True,142,,,no_core_skills|sections_not_merged
0ae51e96-d67e-5375-a17b-9fa79612b87b,5,0,3,1,1.0000,27,0,0,False,28,,,sections_not_merged
0af186b5-95d3-5ec0-b83f-4173a152e44b,2,0,5,1,1.0000,0,0,0,False,245,,,no_core_skills|sections_not_merged
0b055d92-a150-5f9c-8b9c-e0074f97686a,13,0,1,3,0.6154,26,0,0,True,106,0,0,sections_not_merged
0b0c295f-e3f0-5672-b66a-66c57f524dfd,2,0,1,1,1.0000,24,0,0,False,184,0,0,sections_not_merged
0b25bc54-c6ff-5e3f-a43f-805651005f18,2,0,7,1,1.0000,27,0,0,False,49,0,0,sections_not_merged
0b420d2a-6ab3-533d-9804-500f19bd3783,2,0,1,1,1.0000,0,0,0,False,72,,,no_core_skills|sections_not_merged
0b78544a-4108-51b7-92ff-b41758d1803e,2,0,1,1,1.0000,0,0,0,False,74,,,no_core_skills|sections_not_merged
0bc64d1b-2909-5918-8a38-e27e90b92a7b,4,0,11,2,0.7500,27,0,0,True,103,0,0,sections_not_merged
0be0c291-9b62-5ad5-b545-95f1863b4b0e,2,0,3,1,1.0000,0,0,0,True,100,,,no_core_skills|sections_not_merged
0bed1443-cae5-5df0-9f91-996a63710c5d,3,0,10,1,1.0000,25,0,0,True,113,0,3,sections_not_merged
0bfd0dd5-d822-5cfc-a742-021534a3e9a9,2,0,1,1,1.0000,0,0,0,False,93,,,no_core_skills|sections_not_merged
0c21b63e-b3ad-5393-bbc3-7e16de783f4c,2,0,8,1,1.0000,0,0,0,True,101,,,no_core_skills|sections_not_merged
0c7fabaf-d07e-5025-8509-7405e9fc2397,2,0,8,1,1.0000,24,0,0,False,91,0,0,sections_not_merged
0cb32b78-d213-5882-8ab4-00c1e009a4d8,2,0,12,1,1.0000,0,0,0,False,196,,,no_core_skills|sections_not_merged
0cd305a9-4680-5ffb-876d-2a6a4f2a13f6,2,0,1,1,1.0000,0,0,0,True,149,,,no_core_skills|sections_not_merged
0cd4a6a4-e552-5bb7-acff-00136d01ac6c,2,0,1,1,1.0000,25,0,0,True,138,0,0,sections_not_merged
0e1c6229-e3cc-53df-b5cf-7a62e7398e1e,4,0,1,1,1.0000,21,0,0,False,96,0,0,sections_not_merged
0e4f2718-fdae-5ed9-9f88-8c49efc104b9,3,0,12,1,1.0000,0,0,0,False,85,,,no_core_skills|sections_not_merged
0e646e21-6b37-540f-a8a7-8e09296998ce,2,0,5,1,1.0000,26,0,0,False,162,0,0,sections_not_merged
0e89b58f-3d98-5e64-91e4-ef93f80eff59,2,0,4,2,0.5000,20,0,0,False,82,0,0,sections_not_merged
0ef07eb8-a67c-539c-baa5-fcbc779d5bc6,2,0,1,1,1.0000,32,0,0,True,126,0,0,sections_not_merged
0f211429-9f4c-5217-89e8-0aa5431aac62,2,0,5,2,0.5000,24,0,0,True,149,0,2,sections_not_merged
0f28130f-1131-5e1e-b52e-8de7b14c2a2a,3,0,11,1,1.0000,21,0,0,True,134,0,0,sections_not_merged
0f8e7f0a-6815-5a4b-9e16-4ccf833945ea,3,0,3,1,1.0000,23,0,0,True,106,,,sections_not_merged
0f99379e-fa8e-53dd-ab47-54b8e984a101,3,0,1,1,1.0000,0,0,0,False,87,,,no_core_skills|sections_not_merged
0fbce0c6-e96f-5725-9965-440dbb2165d1,2,0,9,1,1.0000,0,0,0,True,113,,,no_core_skills|sections_not_merged
0ff17c64-31a3-5597-9d21-149fb9e579a6,2,0,1,1,1.0000,0,0,0,True,117,,,no_core_skills|sections_not_merged
0ff47f79-4e37-5008-a189-51ef3072f160,2,0,4,1,1.0000,32,0,0,False,98,0,0,sections_not_merged
1070699c-aa56-5521-a6e6-8f1b0c19628b,2,0,12,1,1.0000,0,0,0,False,206,,,no_core_skills|sections_not_merged
10a0f6e2-c0b7-510f-b64f-72ac8026b654,2,0,12,1,1.0000,0,0,0,False,51,,,no_core_skills|sections_not_merged
10c8ec9d-cf13-5baf-97d2-b43042b7a51e,2,0,6,1,1.0000,0,0,0,False,175,,,no_core_skills|sections_not_merged
10caaa2d-a5f6-5d6a-abe9-af31ebd8a265,2,0,9,1,1.0000,20,0,0,False,161,0,0,sections_not_merged
112bf772-543b-505f-ad0a-f4e921cb674b,2,0,1,1,1.0000,0,0,0,True,147,,,no_core_skills|sections_not_merged
1143163a-c1ee-5f80-91a9-1bbff0e0125e,2,0,1,1,1.0000,25,0,0,True,133,0,0,sections_not_merged
114ed563-371f-53da-b6e4-0c2ad0c2779f,2,0,0,1,1.0000,20,0,0,True,129,0,0,
117c3e2c-6876-5b6f-9bdf-68a4abd43508,3,0,1,1,1.0000,19,0,0,True,135,0,0,sections_not_merged
11a3e66c-0579-5906-b01e-1be21e64f054,2,0,8,1,1.0000,0,0,0,True,149,,,no_core_skills|sections_not_merged
11b19322-3d38-5900-b8cd-35e470fb48a4,2,0,9,1,1.0000,19,0,0,True,107,0,0,sections_not_merged
11b468c5-18b2-5ceb-8d0f-03da2512c204,3,0,15,1,1.0000,21,0,0,True,135,0,0,duties_over_max|sections_not_merged
11ded474-c8a0-5407-a39d-fb6aef663bc8,2,0,0,1,1.0000,0,0,0,False,537,,,no_core_skills|sections_not_merged
11f5b782-caf7-52ed-9f48-1e05edc8c599,8,0,2,2,0.6250,24,0,0,False,58,0,3,sections_not_merged
12118023-069b-5df5-86d7-76475bcee721,3,0,12,1,1.0000,0,0,0,True,109,,,no_core_skills|sections_not_merged
12318a1b-3f95-5423-9062-fcbce7c93c7b,3,0,5,2,0.6667,24,0,0,True,147,0,0,sections_not_merged
124cec44-c49a-5ebd-8a75-aa5a1ed429ba,3,0,8,2,0.6667,27,0,0,True,121,0,0,sections_not_merged
1255208a-c5b2-5380-9697-249d1a62d359,9,0,12,2,0.8889,0,0,0,False,95,,,no_core_skills|sections_not_merged
12851f4a-f2c7-5882-9aed-cea8951514e7,2,0,1,1,1.0000,0,0,0,True,127,,,no_core_skills|sections_not_merged
128dcdc2-35e9-5bb6-ba68-7b09c384180e,3,0,7,1,1.0000,22,0,0,False,177,,,sections_not_merged
12b697a0-d7ef-5efc-9458-9892415de7b9,4,0,1,1,1.0000,0,0,0,True,103,,,no_core_skills|sections_not_merged
1314be50-9535-525c-9ba6-35a06ffeab80,4,0,1,2,0.7500,21,0,0,False,78,0,0,sections_not_merged
132249c5-3fef-577f-9a85-b11bbeb2087a,3,0,1,1,1.0000,0,0,0,False,155,,,no_core_skills|sections_not_merged
134b24b4-b52a-5c1a-9b12-c8d7041725d6,2,0,3,1,1.0000,26,0,0,True,114,0,0,sections_not_merged
1354d0e8-92ae-536b-bd0b-bd213462473e,2,0,6,1,1.0000,29,0,0,False,94,0,0,sections_not_merged
13677a15-5b8e-5aca-8f98-dda3127b9ea3,4,0,1,2,0.7500,0,0,0,False,37,,,no_core_skills|sections_not_merged
137dcd77-17ca-5f34-890b-cd73cbfa19fe,3,0,13,3,0.3333,24,0,0,True,139,1,0,duties_over_max|sections_not_merged
13824a6c-ae19-5c64-9e23-c6d156472db7,2,0,5,1,1.0000,0,0,0,False,89,,,no_core_skills|sections_not_merged
13b9aa5d-4f90-5f31-94af-47f834f1e9a7,2,0,1,1,1.0000,0,0,0,True,127,,,no_core_skills|sections_not_merged
13c4b510-4bc8-56bf-ae7d-37f3eb783459,2,0,1,1,1.0000,0,0,0,False,54,,,no_core_skills|sections_not_merged
13e2a01d-d8c1-5dff-b85d-fc9a34b5ed06,2,0,1,1,1.0000,0,0,0,True,143,,,no_core_skills|sections_not_merged
13ee2428-25e1-5a4d-a9bc-39cbebf5e91f,3,0,4,1,1.0000,86,0,0,False,69,0,,sections_not_merged
13ee2c84-3970-557f-b984-8abbdb1b29c1,2,0,9,1,1.0000,0,0,0,False,254,,,no_core_skills|sections_not_merged
140a19b6-b3e7-50c9-90b6-21f8d5b3d02a,8,0,5,3,0.6250,25,0,0,True,103,0,0,sections_not_merged
144192c8-bbac-5dd3-adef-431f0e003a25,3,0,12,1,1.0000,0,0,0,False,260,,,no_core_skills|sections_not_merged
1443369c-7323-50af-aa15-bf7d8307de24,2,0,1,1,1.0000,22,0,0,False,46,0,0,sections_not_merged
1449d0b4-f5c6-5db9-b80d-0c43113b7bcc,2,0,1,1,1.0000,0,0,0,True,129,,,no_core_skills|sections_not_merged
145bb8ab-ce69-57b8-b171-976a4d15d0c0,8,0,9,2,0.6250,24,0,0,False,47,0,0,sections_not_merged
14663001-dd5c-5f1d-8f80-ccb8b5264bb7,7,0,1,2,0.8571,24,0,0,False,85,0,0,sections_not_merged
146cfb15-0e00-5626-851a-02197395e48f,2,0,1,1,1.0000,28,0,0,False,92,0,0,sections_not_merged
146efe8d-be5c-5327-9cf2-ab46f84841db,2,0,1,1,1.0000,0,0,0,False,61,,,no_core_skills|sections_not_merged
147faa04-875a-53c1-825b-afe89784283c,20,0,1,1,1.0000,0,0,0,False,171,,,no_core_skills|sections_not_merged
148a1df5-ded7-5487-b121-fc233fcd8ed1,2,0,4,1,1.0000,24,0,0,True,132,0,0,sections_not_merged
14ad9b2b-b8bb-560f-8f56-2321f1424bd9,2,0,1,1,1.0000,25,0,0,False,165,0,0,sections_not_merged
14f5c990-db43-5876-8309-196ee55e2857,2,0,4,1,1.0000,23,0,0,True,141,0,0,sections_not_merged
14fa5a33-3bff-598d-ac6d-6aaa5283462f,2,0,1,1,1.0000,32,0,0,False,76,0,0,sections_not_merged
14fdc842-ed35-54c6-bb15-db8321ee7618,3,0,12,2,0.6667,25,0,0,True,146,0,0,sections_not_merged
151c17e0-985b-5081-a979-74bb7ffa0a93,4,0,4,2,0.7500,22,0,0,True,101,0,0,sections_not_merged
15538fde-fdfc-5db8-8ee2-58317212fa2b,10,0,4,2,0.8000,21,0,0,False,52,0,0,sections_not_merged
155c8c5c-66e4-5da6-80c1-dd0d33a40196,4,0,2,3,0.5000,25,0,0,True,141,0,0,sections_not_merged
1567d28d-64c3-5d0a-8a34-a42d079e0f15,3,0,5,3,0.3333,27,0,0,True,104,0,1,sections_not_merged
1573c4c5-ac9a-590c-94a4-1f53b1d14cec,2,0,8,1,1.0000,0,0,0,False,195,,,no_core_skills|sections_not_merged
15e6cafe-b89b-54d7-b450-e46e7030d5e2,2,0,12,1,1.0000,0,0,0,False,95,,,no_core_skills|sections_not_merged
162b5c80-0ad4-509d-8584-d742b938c502,2,0,11,1,1.0000,27,0,0,False,50,0,0,sections_not_merged
163840ba-0641-5c41-8d78-f9a4464afca8,4,0,1,1,1.0000,28,0,0,False,48,,,sections_not_merged
16692d77-7c42-5b9e-b78c-94a5a80a9450,5,0,1,1,1.0000,0,0,0,True,150,,,no_core_skills|sections_not_merged
16733929-f965-5f71-bd8f-1396caae1a4a,2,0,14,2,0.5000,27,0,0,True,102,0,,duties_over_max|sections_not_merged
16771fa2-9f01-5ee0-bfe3-93b29aeaff35,2,0,1,1,1.0000,0,0,0,False,77,,,no_core_skills|sections_not_merged
16df1b2d-50a0-5d19-b7f7-d0a7aad4efef,3,0,13,1,1.0000,0,0,0,True,128,,,duties_over_max|no_core_skills|sections_not_merged
172595bb-3019-5dab-8a34-2c7b7a3afaf6,4,0,0,1,1.0000,0,0,0,False,172,,,no_core_skills
173db4d3-f932-5afe-b5c6-13047ebf50ad,13,0,0,1,1.0000,0,0,0,False,,,,no_core_skills
1756205e-747f-55fd-9846-2ca1ff3de573,2,0,12,1,1.0000,0,0,0,False,165,,,no_core_skills|sections_not_merged
1771dab6-6e77-5311-9bba-1a8c696d453f,7,0,7,3,0.4286,20,0,0,True,128,1,2,sections_not_merged
17ed8bb0-9355-5f96-aae2-7686ac4622ee,15,0,7,1,1.0000,27,0,0,False,167,1,0,sections_not_merged
1829b82d-934a-5587-be08-b75c9df35d82,15,0,17,3,0.6667,18,0,0,True,119,0,0,duties_over_max|sections_not_merged
1858dbe0-7723-57aa-9b0c-a909c9464f75,2,0,7,1,1.0000,0,0,0,False,80,,,no_core_skills|sections_not_merged
185b25de-3b16-5de7-8e51-ca78d86b1148,3,0,3,2,0.6667,0,0,0,True,139,,,no_core_skills|sections_not_merged
18633857-762d-541f-911f-db35130951dd,17,0,2,3,0.5294,25,0,0,True,140,0,0,sections_not_merged
1887dbf1-6ac4-5877-9d8d-0916f769aa74,3,0,9,1,1.0000,0,0,0,False,75,,,no_core_skills|sections_not_merged
1888824c-d23d-5c08-a373-93fb653db4cc,4,0,4,2,0.7500,16,0,0,True,137,0,0,sections_not_merged
18b40399-7bb1-5dfb-9bf4-67958c1f838a,2,0,4,1,1.0000,0,0,0,True,114,,,no_core_skills|sections_not_merged
18c0e573-b586-5916-b39c-41555bf696c0,4,0,2,2,0.7500,26,0,0,True,101,0,0,sections_not_merged
18dc946c-c4ab-58f6-86d5-050cb910fe59,2,0,0,1,1.0000,21,0,0,False,220,0,0,
19295ca3-8190-5ba3-8e37-de95c6f96b9f,2,0,12,1,1.0000,0,0,0,True,110,,,no_core_skills|sections_not_merged
192a17db-a97f-5fac-b39a-57b9d221a648,2,0,4,1,1.0000,26,0,0,False,90,0,0,sections_not_merged
193029fe-f189-5ead-ace6-46369086e7c9,4,0,1,1,1.0000,24,0,0,False,44,0,0,sections_not_merged
19340f44-69bc-50fe-93c6-6c99dab91883,4,0,1,2,0.5000,19,0,0,False,159,0,0,sections_not_merged
19656623-ab79-5baf-bc16-1eb411d85c4c,2,0,1,1,1.0000,25,0,0,False,61,0,0,sections_not_merged
19a30afd-a5f6-5ce4-accd-c8f618756ac1,2,0,6,1,1.0000,0,0,0,True,132,,,no_core_skills|sections_not_merged
19babe9b-eeef-57ae-82d3-aaa563bead82,3,0,12,1,1.0000,0,0,0,False,85,,,no_core_skills|sections_not_merged
19bfbffa-cb2e-578f-b85a-7242a3ad7da0,2,0,12,1,1.0000,21,0,0,False,98,0,0,sections_not_merged
19eff5ea-83f1-52e3-b0c3-4adc6cfe8029,3,0,6,1,1.0000,24,0,0,True,128,0,0,sections_not_merged
1a64b23c-a672-508d-9c7e-080a729215a9,2,0,5,1,1.0000,0,0,0,True,122,,,no_core_skills|sections_not_merged
1a717180-ace4-50be-af27-554011a824e3,3,0,1,1,1.0000,0,0,0,True,107,,,no_core_skills|sections_not_merged
1a836fac-397b-5d31-9a6d-698c8faffe2b,5,0,7,1,1.0000,24,0,0,True,103,0,0,sections_not_merged
1aa86546-e4f7-5bfe-8af5-744f28b2c5e8,2,0,12,1,1.0000,0,0,0,False,71,,,no_core_skills|sections_not_merged
1aad3709-0d6f-5e3e-af8e-ab5508ee9b7e,7,0,2,1,1.0000,0,0,0,False,248,,,no_core_skills|sections_not_merged
1acee3d0-50b3-549d-83ce-5377d3c5d471,2,0,5,1,1.0000,0,0,0,True,115,,,no_core_skills|sections_not_merged
1ae5d1b8-7c02-5a33-8674-43c0c7eef001,2,0,1,2,0.5000,0,0,0,False,51,,,no_core_skills|sections_not_merged
1af4db97-6496-5218-b2e4-acbc13e19adf,2,0,2,1,1.0000,28,0,0,False,60,0,2,sections_not_merged
1b1feb9c-0b70-5c39-a626-12ba676b6c4b,7,0,2,2,0.5714,19,0,0,True,111,0,0,sections_not_merged
1b531dc5-e20a-5c3b-9d11-e0d3c1611844,3,0,1,1,1.0000,24,0,0,True,106,0,0,sections_not_merged
1b828baf-83d1-50ce-8fbd-3b7c939532e5,2,0,11,1,1.0000,21,0,0,False,93,0,0,sections_not_merged
1b963a71-3aa2-505e-88b1-5034fb2997f3,2,0,1,1,1.0000,23,0,0,False,91,0,0,sections_not_merged
1ba91a29-dc21-5781-bc1f-9bf1546e2f6f,2,0,2,1,1.0000,23,0,0,True,143,0,0,sections_not_merged
1c1677c6-fdfc-558d-8069-ce89fdb1373e,10,0,9,1,1.0000,0,0,0,True,121,,,no_core_skills|sections_not_merged
1c83fe82-2731-5a7e-8014-8b90bc859d41,3,0,10,1,1.0000,0,0,0,True,135,,,no_core_skills|sections_not_merged
1c94dc8a-7f00-5dcb-b08a-aaa7f448d788,10,0,5,3,0.4000,31,0,0,False,70,0,0,sections_not_merged
1ca9ff41-b01b-5702-b46d-06841ea9309f,3,0,12,1,1.0000,22,0,0,False,92,0,0,sections_not_merged
1d01d49e-fa46-5b04-afbf-d1307ea44280,2,0,1,1,1.0000,20,0,0,False,65,0,0,sections_not_merged
1d16be5e-e5b9-5678-8472-8bcc287c94bf,2,0,1,1,1.0000,0,0,0,False,57,,,no_core_skills|sections_not_merged
1d5c9888-f315-5086-8eac-944fa522183c,2,0,1,1,1.0000,0,0,0,True,141,,,no_core_skills|sections_not_merged
1d68c603-c225-58e8-9d77-559696fccff7,2,0,13,2,0.5000,21,0,0,False,219,0,0,duties_over_max|sections_not_merged
1d950d62-5ee0-51dd-9b5b-b98b413d4127,22,0,8,7,0.6818,24,0,0,True,106,,,sections_not_merged
1dc83819-db8d-5d09-ac47-5b3b42790646,4,0,1,1,1.0000,0,0,0,True,142,,,no_core_skills|sections_not_merged
1dd2e0f3-1cfc-56a8-abbc-8251ba642ca8,2,0,1,1,1.0000,0,0,0,True,111,,,no_core_skills|sections_not_merged
1e00a9ff-78c7-549e-89f6-3a5ab3ab30c4,2,0,1,1,1.0000,23,0,0,False,99,0,0,sections_not_merged
1e1ae3fa-2f67-5210-ba3c-16339bcbd798,4,0,10,1,1.0000,91,0,0,False,47,0,,sections_not_merged
1e1f5237-f1eb-5076-918b-0d3419f5eeeb,3,0,1,2,0.6667,28,0,0,True,130,0,0,sections_not_merged
1e245383-d911-58f3-9760-804c82176f3b,3,0,9,1,1.0000,23,0,0,False,199,0,0,sections_not_merged
1e940c14-8a42-502c-8353-5048aec3b631,2,0,5,1,1.0000,0,0,0,False,283,,,no_core_skills|sections_not_merged
1edcdc3e-51e6-5704-b075-0c80a4dc937d,2,0,1,1,1.0000,22,0,0,True,132,0,0,sections_not_merged
1ef2bd20-e244-5803-bef9-73d181d1da81,8,0,5,6,0.2500,32,0,0,True,131,0,0,sections_not_merged
1ef3ea63-8366-53ed-8e98-b3c5e3ed9e69,5,0,1,1,1.0000,0,0,0,True,112,,,no_core_skills|sections_not_merged
1f2c9ab6-9711-53d5-bbda-41a113a18fb4,2,0,0,1,1.0000,0,0,0,False,,,,no_core_skills|sections_not_merged
1f4b3731-e35c-543e-8176-cb60fb3dbce4,3,0,5,1,1.0000,0,0,0,False,92,,,no_core_skills|sections_not_merged
